SensorID,timestamp,CO(GT),PT08.S1(CO),NMHC(GT),C6H6(GT),PT08.S2(NMHC),NOx(GT),PT08.S3(NOx),NO2(GT),PT08.S4(NO2),PT08.S5(O3),T,RH,AH
201,1096239600000,2.3,1054,NaN,10.0,978,303,768,114,1398,1109,17.1,47.6,0.9208
202,1096243200000,1.9,998,NaN,8.5,920,241,802,103,1365,1042,16.6,51.3,0.9634
202,1096246800000,1.3,919,NaN,5.8,802,142,891,81,1265,940,15.9,55.2,0.9881
202,1096250400000,1.0,884,NaN,5.0,764,110,921,75,1247,900,14.9,58.9,0.9891
202,1096254000000,0.6,803,NaN,2.9,648,NaN,1079,NaN,1178,774,14.1,61.0,0.9799
202,1096257600000,0.6,820,NaN,3.4,674,104,1024,64,1188,790,14.0,62.6,0.9948
202,1096261200000,0.9,894,NaN,5.6,794,179,889,71,1266,908,14.1,61.7,0.9844
202,1096264800000,1.5,988,NaN,9.0,941,361,801,99,1399,1035,14.4,60.3,0.9802
202,1096268400000,5.5,1372,NaN,26.9,1477,799,542,132,1973,1556,15.0,57.7,0.9778
202,1096272000000,4.0,1209,NaN,18.8,1262,614,618,135,1708,1392,16.9,50.3,0.958
202,1096275600000,1.8,951,NaN,8.2,908,275,873,94,1314,904,19.7,40.2,0.9108
202,1096279200000,1.9,992,NaN,9.1,943,325,847,103,1351,936,22.2,33.6,0.8886
202,1096282800000,1.7,964,NaN,9.2,947,327,862,123,1328,907,23.7,29.6,0.8537
202,1096286400000,1.6,917,NaN,8.3,910,252,886,95,1275,744,21.9,30.7,0.7961
202,1096290000000,1.9,937,NaN,9.1,942,226,852,90,1276,773,22.3,29.5,0.7838
202,1096293600000,1.6,961,NaN,9.2,949,230,853,99,1306,812,23.8,27.0,0.7845
202,1096297200000,1.8,969,NaN,9.6,962,244,829,107,1316,856,23.3,28.3,0.8012
202,1096300800000,2.0,1020,NaN,11.8,1042,251,788,112,1401,927,24.2,27.2,0.8128
202,1096304400000,3.1,1107,NaN,17.3,1219,346,683,132,1582,1131,25.1,25.8,0.8065
202,1096308000000,3.9,1119,NaN,17.8,1233,407,670,148,1539,1270,22.3,29.2,0.7773
202,1096311600000,4.3,1173,NaN,20.9,1322,490,633,158,1679,1365,20.8,32.5,0.7873
202,1096315200000,3.5,1097,NaN,14.9,1144,434,702,145,1517,1274,19.1,36.8,0.8066
202,1096318800000,2.4,1018,NaN,11.3,1024,345,758,128,1400,1169,18.1,39.9,0.8232
202,1096322400000,1.5,932,NaN,8.4,914,192,837,105,1298,1000,17.4,42.8,0.8463
202,1096326000000,1.3,897,NaN,6.8,849,157,891,90,1253,910,16.7,46.6,0.8793
203,1096329600000,1.0,840,NaN,4.9,758,148,994,85,1189,829,17.1,46.8,0.9054
203,1096333200000,0.8,802,NaN,3.5,680,105,1091,73,1137,756,15.3,51.9,0.8982
203,1096336800000,0.5,765,NaN,2.8,637,141,1138,74,1113,742,15.0,52.8,0.8929
203,1096340400000,0.4,741,NaN,2.1,595,NaN,1191,NaN,1080,686,14.4,54.5,0.8887
203,1096344000000,0.5,748,NaN,2.2,595,107,1208,61,1089,677,12.8,59.8,0.8801
203,1096347600000,0.7,791,NaN,3.9,704,166,1057,69,1154,748,11.9,62.7,0.8726
203,1096351200000,1.2,875,NaN,7.3,871,241,890,82,1253,890,12.1,62.6,0.8825
203,1096354800000,2.4,1085,NaN,15.5,1164,368,707,120,1503,1155,13.5,58.2,0.8944
203,1096358400000,4.3,1268,NaN,27.1,1482,498,550,135,1849,1533,14.4,55.7,0.9087
203,1096362000000,4.1,1236,NaN,21.3,1332,641,601,152,1683,1550,17.8,45.7,0.9224
203,1096365600000,3.7,1274,NaN,19.9,1294,667,615,177,1595,2236,21.0,37.2,0.9155
203,1096369200000,3.4,1250,NaN,19.4,1280,550,618,181,1663,2178,24.5,29.8,0.9008
203,1096372800000,3.8,1224,NaN,21.8,1347,483,602,176,1670,1901,26.4,26.4,0.8969
203,1096376400000,4.1,1220,NaN,21.7,1344,524,605,163,1676,1743,25.2,26.8,0.8451
203,1096380000000,3.4,1166,NaN,18.9,1265,481,640,174,1570,1502,26.1,24.8,0.8283
203,1096383600000,2.3,1050,NaN,13.0,1084,305,748,117,1402,1153,26.2,24.4,0.8174
203,1096387200000,3.2,1174,NaN,18.8,1264,396,670,145,1598,1287,28.9,21.3,0.8382
203,1096390800000,4.8,1323,NaN,26.8,1474,501,554,173,1854,1547,28.0,23.3,0.8681
203,1096394400000,6.7,1432,NaN,36.9,1706,702,488,204,2098,1842,24.7,27.9,0.8559
203,1096398000000,7.5,1479,NaN,39.3,1756,755,466,209,2165,1908,23.0,33.6,0.9302
203,1096401600000,4.5,1309,NaN,23.1,1379,524,555,175,1841,1693,20.9,45.8,1.1159
203,1096405200000,2.1,1089,NaN,11.6,1037,247,707,129,1480,1336,19.8,48.6,1.113
203,1096408800000,1.5,1009,NaN,8.3,911,196,788,111,1359,1177,19.8,47.7,1.0885
203,1096412400000,1.1,930,NaN,5.7,796,135,883,85,1263,977,18.6,49.1,1.0435
204,1096416000000,1.1,929,NaN,5.9,805,146,879,86,1270,974,17.2,53.9,1.0498
204,1096419600000,0.9,872,NaN,4.1,718,106,981,71,1223,872,16.3,56.8,1.047
204,1096423200000,0.5,790,NaN,2.2,601,70,1150,60,1157,734,17.4,53.4,1.0541
204,1096426800000,0.4,793,NaN,2.0,581,NaN,1169,NaN,1152,668,15.5,58.8,1.0309
204,1096430400000,NaN,789,NaN,2.2,596,62,1145,48,1161,698,14.6,62.1,1.0236
204,1096434000000,0.4,769,NaN,2.0,586,60,1221,45,1134,650,17.1,52.5,1.013
204,1096437600000,0.7,852,NaN,4.0,713,92,1029,53,1203,749,15.2,58.3,0.9986
204,1096441200000,2.0,1100,NaN,13.4,1097,277,739,94,1516,1106,14.9,59.2,0.9985
204,1096444800000,4.2,1326,NaN,28.0,1504,600,510,122,1968,1609,15.1,59.0,1.0086
204,1096448400000,5.2,1433,NaN,28.6,1518,693,499,170,1973,1770,19.0,47.8,1.0434
204,1096452000000,3.8,1310,NaN,21.4,1334,617,573,174,1747,1633,22.4,38.8,1.04
204,1096455600000,3.7,1304,NaN,19.1,1272,569,593,191,1673,1583,25.4,33.3,1.0679
204,1096459200000,3.4,1286,NaN,19.6,1286,409,593,179,1728,1449,27.2,30.4,1.081
204,1096462800000,3.1,1217,NaN,15.8,1175,335,621,148,1644,1451,25.5,34.8,1.1152
204,1096466400000,2.4,1104,NaN,13.5,1099,290,698,129,1483,1147,26.4,28.5,0.9658
204,1096470000000,2.8,1143,NaN,15.9,1176,312,677,148,1551,1108,27.7,25.1,0.9158
204,1096473600000,3.6,1205,NaN,19.9,1295,440,626,184,1613,1267,28.6,23.2,0.8917
204,1096477200000,4.0,1276,NaN,21.6,1340,450,597,188,1677,1303,27.2,26.3,0.9317
204,1096480800000,5.6,1440,NaN,31.0,1573,578,491,204,1997,1643,25.3,33.0,1.0473
204,1096484400000,6.3,1467,NaN,34.1,1643,615,467,201,2088,1749,23.2,36.9,1.0346
204,1096488000000,4.7,1339,NaN,22.8,1373,536,541,165,1797,1585,21.6,43.3,1.1019
204,1096491600000,1.9,1108,NaN,12.3,1061,238,685,133,1454,1315,21.1,44.8,1.1088
204,1096495200000,1.9,1116,NaN,10.9,1012,249,699,125,1445,1290,19.7,49.3,1.1148
204,1096498800000,1.2,981,NaN,7.1,860,150,812,101,1298,1059,20.3,47.8,1.1281
205,1096502400000,0.9,947,NaN,5.7,798,108,869,79,1276,943,19.4,50.3,1.1201
205,1096506000000,NaN,939,NaN,5.3,776,NaN,879,NaN,1259,913,18.3,53.1,1.1056
205,1096509600000,NaN,862,NaN,2.9,644,NaN,1030,NaN,1173,720,17.5,56.1,1.1103
205,1096513200000,NaN,827,NaN,1.9,577,NaN,1138,NaN,1143,640,19.2,50.3,1.1087
205,1096516800000,NaN,879,NaN,2.4,611,NaN,1036,NaN,1189,779,16.6,59.6,1.117
205,1096520400000,NaN,911,NaN,4.0,710,NaN,932,NaN,1226,850,17.5,57.1,1.1311
205,1096524000000,NaN,1051,NaN,8.1,901,NaN,778,NaN,1379,1020,17.6,57.6,1.1471
205,1096527600000,NaN,1496,NaN,24.8,1425,NaN,520,NaN,1946,1605,18.0,57.0,1.1665
205,1096531200000,NaN,1610,NaN,36.3,1692,NaN,436,NaN,2197,1866,18.5,55.9,1.1779
205,1096534800000,NaN,1428,NaN,20.9,1321,NaN,544,NaN,1779,1621,18.6,57.2,1.2146
205,1096538400000,NaN,1459,NaN,22.2,1356,NaN,525,NaN,1795,1712,20.2,53.0,1.2407
205,1096542000000,NaN,1486,NaN,23.5,1390,NaN,504,NaN,1835,1770,21.3,50.1,1.2539
205,1096545600000,1.7,1158,NaN,10.8,1008,NaN,695,NaN,1489,1175,24.6,42.8,1.3053
205,1096549200000,1.7,1200,NaN,11.2,1021,223,678,101,1510,1157,24.6,44.1,1.3477
205,1096552800000,2.2,1290,NaN,15.1,1151,267,613,113,1638,1219,25.6,43.4,1.4049
205,1096556400000,2.8,1366,NaN,17.4,1223,308,578,121,1744,1288,26.1,42.6,1.4172
205,1096560000000,3.9,1505,NaN,23.4,1388,422,516,146,1978,1503,25.8,44.8,1.4644
205,1096563600000,6.5,1728,NaN,35.9,1683,623,419,188,2365,1861,25.4,47.9,1.5346
205,1096567200000,6.3,1673,NaN,34.0,1643,572,436,182,2259,1781,24.6,50.0,1.5241
205,1096570800000,5.7,1636,NaN,30.1,1553,514,449,166,2130,1745,23.6,54.4,1.5687
205,1096574400000,4.4,1468,NaN,20.0,1296,414,529,142,1854,1590,22.6,59.5,1.6155
205,1096578000000,1.6,1180,NaN,10.5,997,143,677,84,1549,1127,22.1,61.3,1.6133
205,1096581600000,1.5,1138,NaN,9.0,938,147,700,87,1500,1098,22.1,61.3,1.6053
205,1096585200000,1.7,1192,NaN,10.7,1004,159,665,91,1577,1176,21.1,64.7,1.5956
206,1096588800000,1.9,1176,NaN,10.4,993,206,659,91,1572,1178,20.3,66.4,1.5591
206,1096592400000,1.6,1137,NaN,9.7,967,140,687,74,1557,1091,19.4,69.3,1.5418
206,1096596000000,1.3,1035,NaN,6.9,851,132,764,69,1465,1002,19.0,70.8,1.5417
206,1096599600000,0.8,943,NaN,4.0,709,NaN,893,NaN,1348,876,20.2,65.8,1.5442
206,1096603200000,0.6,904,NaN,3.0,655,81,968,54,1326,824,19.8,67.2,1.5322
206,1096606800000,0.7,966,NaN,4.3,726,120,872,60,1371,892,19.0,70.3,1.5308
206,1096610400000,1.6,1124,NaN,9.8,972,279,674,69,1568,1092,18.8,71.8,1.5372
206,1096614000000,2.9,1348,NaN,17.2,1217,392,559,91,1816,1413,20.2,66.3,1.555
206,1096617600000,4.1,1499,NaN,27.9,1501,433,469,97,2130,1565,20.8,64.3,1.563
206,1096621200000,3.7,1427,NaN,20.5,1311,531,503,114,1900,1594,22.3,59.3,1.5705
206,1096624800000,3.6,1473,NaN,21.2,1330,619,497,129,1908,1677,23.2,56.6,1.5929
206,1096628400000,3.4,1440,NaN,19.9,1294,522,506,137,1879,1616,23.8,54.7,1.587
206,1096632000000,3.7,1474,NaN,21.1,1326,505,485,134,1943,1610,23.5,56.2,1.6048
206,1096635600000,4.1,1485,NaN,22.3,1359,465,477,132,2005,1614,23.9,54.4,1.5963
206,1096639200000,3.2,NaN,NaN,NaN,NaN,383,NaN,123,NaN,NaN,NaN,NaN,NaN
206,1096642800000,2.4,1306,NaN,12.9,1079,278,603,105,1668,1286,25.4,47.4,1.517
206,1096646400000,3.4,1464,NaN,18.4,1251,372,530,136,1853,1487,26.4,45.4,1.54
206,1096650000000,5.6,1629,NaN,26.5,1466,540,458,169,2130,1703,25.8,46.9,1.5375
206,1096653600000,NaN,1629,NaN,29.4,1536,NaN,435,NaN,2205,1773,25.3,49.6,1.5805
206,1096657200000,NaN,1707,NaN,33.7,1637,NaN,411,NaN,2338,1848,24.2,54.3,1.6117
206,1096660800000,NaN,1424,NaN,19.9,1293,NaN,524,NaN,1902,1550,22.8,58.1,1.5951
206,1096664400000,NaN,1297,NaN,13.5,1100,NaN,598,NaN,1710,1350,21.5,63.2,1.5993
206,1096668000000,NaN,1214,NaN,11.2,1022,NaN,645,NaN,1592,1235,21.3,63.0,1.5798
206,1096671600000,NaN,1160,NaN,9.1,944,NaN,686,NaN,1523,1162,20.8,64.1,1.554
207,1096675200000,NaN,1232,NaN,10.9,1012,NaN,642,NaN,1595,1211,20.6,64.0,1.5346
207,1096678800000,NaN,1134,NaN,8.4,914,NaN,699,NaN,1512,1097,20.6,63.4,1.519
207,1096682400000,NaN,1071,NaN,7.1,860,NaN,742,NaN,1500,1021,20.4,64.4,1.522
207,1096686000000,NaN,968,NaN,4.3,730,NaN,858,NaN,1388,913,21.3,61.0,1.529
207,1096689600000,NaN,994,NaN,4.0,711,NaN,867,NaN,1384,909,20.5,64.0,1.5247
207,1096693200000,NaN,1046,NaN,5.8,804,NaN,774,NaN,1458,983,20.3,65.3,1.5321
207,1096696800000,NaN,1066,NaN,6.3,827,NaN,751,NaN,1479,1024,20.1,65.9,1.5321
207,1096700400000,NaN,1277,NaN,12.3,1061,NaN,612,NaN,1691,1243,20.2,65.6,1.5368
207,1096704000000,NaN,1290,NaN,13.3,1093,NaN,592,NaN,1677,1253,21.1,62.8,1.5481
207,1096707600000,NaN,1268,NaN,12.5,1066,NaN,608,NaN,1665,1240,22.5,57.5,1.5518
207,1096711200000,NaN,1243,NaN,10.5,997,NaN,648,NaN,1587,1155,24.2,51.9,1.5426
207,1096714800000,NaN,1300,NaN,12.1,1053,NaN,614,NaN,1650,1193,25.2,48.9,1.5437
207,1096718400000,NaN,1278,NaN,12.1,1053,NaN,630,NaN,1641,1153,25.8,47.8,1.5662
207,1096722000000,NaN,1249,NaN,11.2,1023,NaN,639,NaN,1640,1034,25.7,49.2,1.5988
207,1096725600000,NaN,1145,NaN,7.2,867,NaN,739,NaN,1499,870,25.8,49.6,1.6213
207,1096729200000,NaN,1199,NaN,8.7,928,NaN,704,NaN,1533,890,25.7,48.8,1.5913
207,1096732800000,NaN,1236,NaN,9.6,962,NaN,690,NaN,1589,946,26.5,45.9,1.5626
207,1096736400000,NaN,1289,NaN,11.6,1037,NaN,638,NaN,1648,1033,25.4,48.9,1.565
207,1096740000000,NaN,1299,NaN,12.7,1072,NaN,617,NaN,1688,1107,24.4,52.5,1.583
207,1096743600000,NaN,1506,NaN,20.7,1315,NaN,512,NaN,1954,1395,23.9,54.6,1.5936
207,1096747200000,NaN,1432,NaN,17.8,1234,NaN,553,NaN,1849,1342,22.9,57.9,1.5958
207,1096750800000,NaN,1193,NaN,11.2,1021,NaN,666,NaN,1633,1152,22.1,61.1,1.6012
207,1096754400000,NaN,1188,NaN,10.8,1007,NaN,668,NaN,1577,1128,20.8,65.6,1.5898
207,1096758000000,NaN,1162,NaN,9.4,953,NaN,691,NaN,1526,1104,21.7,60.8,1.563
208,1096761600000,NaN,1106,NaN,8.5,921,NaN,720,NaN,1506,1055,21.1,62.8,1.5505
208,1096765200000,NaN,1037,NaN,6.5,836,NaN,788,NaN,1467,904,20.7,63.2,1.524
208,1096768800000,NaN,982,NaN,5.1,768,NaN,850,NaN,1416,835,21.2,61.5,1.5241
208,1096772400000,NaN,944,NaN,4.5,740,NaN,881,NaN,1412,781,20.3,64.6,1.518
208,1096776000000,NaN,929,NaN,3.9,703,NaN,908,NaN,1391,761,20.2,64.4,1.5035
208,1096779600000,NaN,906,NaN,3.3,672,NaN,948,NaN,1377,742,20.1,65.3,1.5153
208,1096783200000,NaN,907,NaN,3.2,665,NaN,972,NaN,1370,779,19.9,66.0,1.5141
208,1096786800000,NaN,1013,NaN,5.4,781,NaN,829,NaN,1469,894,19.8,66.4,1.5145
208,1096790400000,NaN,1055,NaN,5.6,795,NaN,800,NaN,1476,927,20.4,64.1,1.5178
208,1096794000000,NaN,1138,NaN,7.5,880,NaN,727,NaN,1538,1034,21.6,60.8,1.5496
208,1096797600000,NaN,1250,NaN,10.7,1003,NaN,647,NaN,1638,1217,23.5,54.5,1.5553
208,1096801200000,NaN,1165,NaN,8.4,916,NaN,711,NaN,1517,1093,25.7,46.6,1.5105
208,1096804800000,NaN,1229,NaN,11.3,1025,NaN,663,NaN,1588,1073,26.6,43.7,1.5031
208,1096808400000,NaN,1168,NaN,8.3,911,NaN,715,NaN,1517,969,27.4,41.8,1.5056
208,1096812000000,NaN,1092,NaN,6.0,814,NaN,794,NaN,1446,777,27.4,42.8,1.5344
208,1096815600000,NaN,1109,NaN,6.7,843,NaN,769,NaN,1458,743,27.1,43.3,1.5255
208,1096819200000,NaN,1133,NaN,6.2,823,NaN,775,NaN,1449,777,26.9,44.4,1.551
208,1096822800000,NaN,1192,NaN,7.7,887,NaN,716,NaN,1488,819,26.9,44.4,1.5538
208,1096826400000,NaN,1298,NaN,11.0,1015,NaN,647,NaN,1619,1056,24.7,51.9,1.5868
208,1096830000000,NaN,1524,NaN,20.8,1320,NaN,514,NaN,1925,1481,23.7,55.6,1.6074
208,1096833600000,NaN,1540,NaN,21.4,1336,NaN,498,NaN,1929,1590,22.7,59.6,1.6261
208,1096837200000,NaN,1190,NaN,10.4,992,NaN,654,NaN,1587,1211,21.9,61.4,1.5946
208,1096840800000,NaN,1092,NaN,8.3,911,NaN,735,NaN,1506,1052,22.0,59.8,1.562
208,1096844400000,NaN,1079,NaN,7.8,890,NaN,745,NaN,1522,1000,20.5,64.9,1.5473
209,1096848000000,NaN,995,NaN,5.5,789,NaN,828,NaN,1432,874,19.8,66.9,1.5277
209,1096851600000,NaN,960,NaN,5.2,772,NaN,838,NaN,1431,852,18.4,71.6,1.4997
209,1096855200000,NaN,890,NaN,3.2,666,NaN,969,NaN,1323,728,18.9,68.6,1.4818
209,1096858800000,NaN,860,NaN,2.7,632,NaN,1037,NaN,1322,713,17.8,72.3,1.4546
209,1096862400000,NaN,860,NaN,3.0,652,NaN,997,NaN,1326,734,17.1,73.9,1.4262
209,1096866000000,NaN,883,NaN,4.0,713,NaN,937,NaN,1351,777,17.7,70.3,1.4088
209,1096869600000,NaN,929,NaN,5.6,795,NaN,858,NaN,1373,815,17.1,71.8,1.3936
209,1096873200000,NaN,1100,NaN,11.1,1018,NaN,706,NaN,1573,1002,18.3,67.5,1.4044
209,1096876800000,NaN,1257,NaN,20.1,1299,NaN,550,NaN,1864,1302,18.5,67.0,1.4135
209,1096880400000,NaN,1402,NaN,23.6,1393,NaN,505,NaN,1967,1542,19.9,61.7,1.4193
209,1096884000000,NaN,1376,NaN,21.0,1324,NaN,527,NaN,1886,1571,22.9,52.6,1.4519
209,1096887600000,NaN,1374,NaN,21.8,1346,NaN,519,NaN,1910,1614,24.2,49.0,1.4586
209,1096891200000,NaN,1381,NaN,22.1,1355,NaN,516,NaN,1931,1583,25.8,44.7,1.459
209,1096894800000,NaN,1282,NaN,18.2,1247,NaN,561,NaN,1829,1285,26.0,44.5,1.4731
209,1096898400000,NaN,1188,NaN,14.2,1124,NaN,625,NaN,1655,1094,27.1,40.2,1.4217
209,1096902000000,NaN,1227,NaN,14.9,1147,NaN,612,NaN,1707,1113,27.4,39.8,1.4318
209,1096905600000,NaN,1364,NaN,21.1,1328,NaN,528,NaN,1898,1395,28.9,36.3,1.4291
209,1096909200000,NaN,1531,NaN,30.3,1558,NaN,451,NaN,2181,1620,28.4,37.5,1.4251
209,1096912800000,NaN,1694,NaN,41.6,1805,NaN,391,NaN,2523,1882,26.0,43.9,1.4562
209,1096916400000,NaN,1723,NaN,44.7,1866,NaN,378,NaN,2612,2006,24.3,49.6,1.486
209,1096920000000,NaN,1356,NaN,21.3,1331,NaN,520,NaN,1925,1643,23.3,53.0,1.4939
209,1096923600000,NaN,1084,NaN,10.0,979,NaN,699,NaN,1539,1239,22.6,55.1,1.4899
209,1096927200000,NaN,1039,NaN,8.9,936,NaN,731,NaN,1499,1121,21.2,59.3,1.4787
209,1096930800000,NaN,1011,NaN,7.4,875,NaN,787,NaN,1446,1012,20.6,60.9,1.4642
210,1096934400000,NaN,968,NaN,6.4,831,NaN,810,NaN,1425,961,20.0,63.1,1.4592
210,1096938000000,NaN,867,NaN,3.7,693,NaN,971,NaN,1335,825,19.7,63.4,1.4383
210,1096941600000,NaN,820,NaN,2.5,620,NaN,1081,NaN,1270,703,20.8,58.8,1.4305
210,1096945200000,NaN,826,NaN,2.7,631,NaN,1072,NaN,1280,752,17.8,69.8,1.4058
210,1096948800000,NaN,835,NaN,2.5,620,NaN,1053,NaN,1260,741,18.8,65.3,1.4023
210,1096952400000,NaN,887,NaN,4.1,717,NaN,955,NaN,1334,786,17.6,69.5,1.3889
210,1096956000000,NaN,990,NaN,7.8,889,NaN,763,NaN,1450,952,17.4,69.7,1.3714
210,1096959600000,NaN,1511,NaN,30.8,1569,NaN,476,NaN,2195,1601,17.4,70.1,1.3783
210,1096963200000,NaN,1352,NaN,26.4,1465,NaN,491,NaN,1998,1621,18.5,65.5,1.3787
210,1096966800000,NaN,1337,NaN,21.6,1339,NaN,525,NaN,1870,1622,20.6,58.5,1.4054
210,1096970400000,NaN,1435,NaN,22.8,1373,NaN,513,NaN,1910,1759,23.9,48.7,1.4269
210,1096974000000,NaN,1377,NaN,19.3,1276,NaN,539,NaN,1790,1666,26.0,43.8,1.4499
210,1096977600000,NaN,1562,NaN,30.4,1559,NaN,453,NaN,2130,1918,28.6,37.3,1.4423
210,1096981200000,NaN,1358,NaN,23.4,1389,NaN,516,NaN,1886,1525,27.9,38.0,1.4029
210,1096984800000,NaN,1301,NaN,17.1,1212,NaN,575,NaN,1717,1332,28.4,37.6,1.4282
210,1096988400000,NaN,1255,NaN,14.6,1136,NaN,611,NaN,1675,1183,28.5,37.3,1.4329
210,1096992000000,NaN,1410,NaN,21.6,1340,NaN,533,NaN,1841,1414,30.8,31.8,1.3908
210,1096995600000,NaN,1578,NaN,31.9,1595,NaN,459,NaN,2181,1680,29.7,33.1,1.3546
210,1096999200000,NaN,1700,NaN,40.5,1782,NaN,401,NaN,2403,2004,27.0,40.2,1.4158
210,1097002800000,NaN,1778,NaN,41.6,1805,NaN,380,NaN,2473,2094,25.6,47.5,1.539
210,1097006400000,NaN,1539,NaN,23.9,1402,NaN,475,NaN,2018,1780,23.9,57.2,1.6774
210,1097010000000,NaN,1409,NaN,20.3,1304,NaN,500,NaN,1829,1640,22.7,60.8,1.6582
210,1097013600000,NaN,1231,NaN,12.8,1077,NaN,602,NaN,1580,1379,21.8,59.9,1.5492
210,1097017200000,NaN,1092,NaN,8.7,928,NaN,688,NaN,1470,1139,22.4,58.3,1.561
211,1097020800000,NaN,1036,NaN,6.8,850,NaN,760,NaN,1411,1001,21.7,60.2,1.5442
211,1097024400000,NaN,984,NaN,5.3,780,NaN,810,NaN,1377,910,21.2,61.4,1.5258
211,1097028000000,NaN,950,NaN,4.6,743,NaN,841,NaN,1377,895,19.3,68.4,1.513
211,1097031600000,NaN,889,NaN,3.2,665,NaN,943,NaN,1310,805,19.8,65.1,1.49
211,1097035200000,NaN,865,NaN,2.8,636,NaN,992,NaN,1285,761,20.0,62.9,1.4495
211,1097038800000,NaN,917,NaN,3.6,686,NaN,933,NaN,1304,805,18.3,68.5,1.4291
211,1097042400000,NaN,997,NaN,6.2,823,NaN,804,NaN,1395,894,18.1,68.5,1.4067
211,1097046000000,NaN,1433,NaN,24.2,1409,NaN,506,NaN,1972,1439,17.6,70.5,1.4057
211,1097049600000,NaN,1516,NaN,32.0,1596,NaN,429,NaN,2183,1706,18.3,67.8,1.4091
211,1097053200000,NaN,1528,NaN,25.8,1449,NaN,473,NaN,2039,1756,20.4,61.2,1.447
211,1097056800000,NaN,1347,NaN,16.2,1186,NaN,560,NaN,1713,1493,22.5,55.6,1.499
211,1097060400000,NaN,1392,NaN,17.7,1231,NaN,530,NaN,1771,1567,25.7,46.4,1.507
211,1097064000000,NaN,1359,NaN,16.5,1195,NaN,542,NaN,1784,1376,26.8,44.6,1.5467
211,1097067600000,NaN,1391,NaN,18.3,1249,NaN,518,NaN,1845,1399,26.0,46.4,1.5414
211,1097071200000,NaN,1335,NaN,14.6,1137,NaN,563,NaN,1729,1293,26.3,46.0,1.5478
211,1097074800000,NaN,1402,NaN,17.1,1213,NaN,530,NaN,1789,1348,27.4,43.9,1.5811
211,1097078400000,NaN,1406,NaN,17.2,1216,NaN,542,NaN,1772,1314,29.6,36.7,1.4936
211,1097082000000,NaN,1527,NaN,24.6,1419,NaN,476,NaN,1966,1507,28.7,37.3,1.4486
211,1097085600000,NaN,1559,NaN,26.9,1476,NaN,463,NaN,2022,1660,25.7,44.1,1.4331
211,1097089200000,NaN,1840,NaN,44.0,1852,NaN,360,NaN,2553,2143,24.5,49.5,1.5022
211,1097092800000,NaN,1666,NaN,31.0,1573,NaN,427,NaN,2195,1968,23.3,54.4,1.5386
211,1097096400000,NaN,1336,NaN,16.8,1204,NaN,542,NaN,1759,1490,22.4,57.9,1.5449
211,1097100000000,NaN,1189,NaN,11.0,1014,NaN,641,NaN,1553,1249,22.7,55.8,1.5218
211,1097103600000,NaN,1226,NaN,11.4,1029,NaN,620,NaN,1570,1265,20.4,62.4,1.4758
212,1097107200000,NaN,1171,NaN,9.9,972,NaN,650,NaN,1529,1181,20.3,64.2,1.5063
212,1097110800000,NaN,1002,NaN,5.0,762,NaN,814,NaN,1385,954,21.4,60.6,1.5236
212,1097114400000,NaN,950,NaN,3.7,696,NaN,894,NaN,1375,875,20.3,66.3,1.5657
212,1097118000000,NaN,930,NaN,3.1,660,NaN,925,NaN,1321,838,20.9,62.2,1.5182
212,1097121600000,NaN,924,NaN,2.9,643,NaN,948,NaN,1329,825,19.9,66.1,1.5198
212,1097125200000,NaN,994,NaN,4.4,732,NaN,852,NaN,1400,882,19.8,67.1,1.5305
212,1097128800000,NaN,1089,NaN,7.4,873,NaN,741,NaN,1479,990,20.1,64.4,1.4967
212,1097132400000,NaN,1468,NaN,19.4,1280,NaN,518,NaN,1899,1423,19.7,66.4,1.5035
212,1097136000000,NaN,1696,NaN,37.1,1711,NaN,383,NaN,2464,1823,20.9,62.4,1.5226
212,1097139600000,NaN,1479,NaN,22.2,1357,NaN,491,NaN,1937,1581,22.5,57.0,1.5314
212,1097143200000,NaN,1425,NaN,18.5,1255,NaN,516,NaN,1864,1500,23.5,53.4,1.5241
212,1097146800000,NaN,1279,NaN,14.0,1116,NaN,587,NaN,1668,1268,24.7,48.2,1.4802
212,1097150400000,NaN,1319,NaN,15.5,1165,NaN,571,NaN,1743,1230,27.1,40.9,1.4405
212,1097154000000,NaN,1329,NaN,15.7,1172,NaN,561,NaN,1739,1204,25.9,44.2,1.4576
212,1097157600000,NaN,1327,NaN,15.7,1172,NaN,566,NaN,1747,1205,26.9,41.8,1.4555
212,1097161200000,NaN,1282,NaN,12.7,1075,NaN,605,NaN,1651,1103,27.2,40.7,1.4481
212,1097164800000,2.9,1342,NaN,15.3,1157,267,572,87,1707,1195,28.6,37.6,1.4468
212,1097168400000,5.4,1623,NaN,28.8,1522,398,447,111,2110,1618,28.0,38.5,1.437
212,1097172000000,5.3,1576,NaN,26.1,1458,418,463,119,2024,1637,25.2,45.8,1.4464
212,1097175600000,6.7,1747,NaN,37.1,1709,515,399,128,2370,1876,24.0,50.6,1.4892
212,1097179200000,7.0,1757,NaN,35.7,1680,669,396,117,2280,1959,23.2,54.7,1.5296
212,1097182800000,2.8,1331,NaN,16.5,1194,326,559,92,1715,1477,22.3,57.1,1.5219
212,1097186400000,1.7,1182,NaN,11.0,1016,209,658,73,1572,1210,21.8,58.2,1.5036
212,1097190000000,1.7,1162,NaN,10.8,1008,183,658,60,1556,1160,20.9,61.3,1.4923
